༄༅༅། །རྒྱ་གར་སྐད་དུ། ཨཱརྱ་ཨ་ཛཱ་ཏ་ཤ་ཏྲུ་ཀཽ་ཀྲྀཏྟྱ་བི་ནོ་ད་ན་ནཱ་མ་མ་ཧཱ་ཡཱ་ན་སཱུ་ཏྲ། བོད་སྐད་དུ།
འཕགས་པ་མ་སྐྱེས་དགྲའི་འགྱོད་པ་བསལ་བ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ། ||| The Noble Great Vehicle Sūtra Eliminating Ajātaśatru’s Remorse
།མ་འབྲེལ་ཅེས་བྱ་བ་ནི་དྲན་པ་ཉམས་པ་དང་ངོ་། ||| That with which they are not associated is spoiled mindfulness.
།མི་བརྩོན་ཞེས་བྱ་བ་ནི་བསམ་གཏན་སྙེམས་པ་ལའོ། ||| That in which they do not exert themselves is arrogance about concentration.
།མ་འབྲེལ་ཅེས་བྱ་བ་ནི་ཤེས་རབ་འཆལ་པ་དང་ངོ་། ||| That with which they are not associated is mistaken insight.
།མི་བརྩོན་ཞེས་བྱ་བ་ནི་ཤེས་རབ་སྙེམས་པ་ལའོ། ||| That in which they do not exert themselves is arrogance about insight.
།མ་འབྲེལ་ཅེས་བྱ་བ་ནི་དགེ་བ་དང་ངོ་། ||| That with which they are not associated is nonvirtue.
།མི་བརྩོན་ཞེས་བྱ་བ་ནི་དགེ་བའི་རྩ་བ་སྒྲོ་འདོགས་པ་ལའོ། ||| That in which they do not exert themselves is boasting about virtue.
།མ་འབྲེལ་ཅེས་བྱ་བ་ནི་འཇིག་རྟེན་གྱི་ཆོས་དང་ངོ་། ||| That with which they are not associated is worldly concerns.
།མི་བརྩོན་ཞེས་བྱ་བ་ནི་འཇིག་རྟེན་ལས་འདས་པའི་ཆོས་མངོན་པར་བྱ་བར་ཆགས་པ་ལའོ། ||| That in which they do not exert themselves is attachment to manifesting transcendent qualities.
།མ་འབྲེལ་ཅེས་བྱ་བ་ནི་འདུས་བྱས་དང་ངོ་། ||| That with which they are not associated is conditioned phenomena.
།མི་བརྩོན་ཞེས་བྱ་བ་ནི་འདུས་མ་བྱས་པའི་ཆོས་ལ་ཡོངས་སུ་རྟོག་པ་ལའོ། ||| That in which they do not exert themselves is conceptualizing unconditioned phenomena.
།མ་འབྲེལ་ཅེས་བྱ་བ་ནི་ཁ་ན་མ་ཐོ་བ་དང་བཅས་པ་དང་ངོ་། ||| Those with which they are not associated are misdeeds.
།མི་བརྩོན་ཞེས་བྱ་བ་ནི་ཁ་ན་མ་ཐོ་བ་མེད་པའི་ཆོས་སྒྲོ་འདོགས་པ་ལའོ། ||| That in which they do not exert themselves is boasting about their proper deeds.
།མ་འབྲེལ་ཅེས་བྱ་བ་ནི་ཟག་པ་དང་བཅས་པ་དང་ངོ་། ||| That with which they are not associated is defilement.
།མི་བརྩོན་ཞེས་བྱ་བ་ནི་ཟག་པ་མེད་པའི་ཟད་པའི་ཆོས་སུ་སྙེམས་པ་ལའོ། ||| That in which they do not exert themselves is arrogance about their undefiled phenomena of exhaustion. “
།ཀྱེ་གྲོགས་པོ་དག་དེ་ལྟ་བས་ན་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་གང་འབྲེལ་པ་དང་། མ་འབྲེལ་པར་ལྟ་བ་དང་བྲལ་བས་ཐམས་ཅད་མཁྱེན་པ་རྟོགས་མོད་ཀྱི། ||| Listen, friends! In this way, bodhisattva great beings who are free from the views of association and disassociation do indeed comprehend omniscience.
ཡང་ཀྱེ་གྲོགས་པོ་དག་ཐམས་ཅད་མཁྱེན་པ་ནི་མི་རྟོགས་སོ། ||| Yet listen, friends! Omniscience cannot be comprehended.
།དེ་ཅིའི་ཕྱིར་ཞེ་ན། ||| Why is this?
བྱེད་པས་ཐམས་ཅད་མཁྱེན་པ་རྟོགས་པར་མི་འགྱུར་རོ། ||| Omniscience cannot be comprehended through an action.
།དེ་ཅིའི་ཕྱིར་ཞེ་ན། ||| Why is this?
བྱེད་པ་དང་བྲལ་བ་ནི་ཐམས་ཅད་མཁྱེན་པ་ཡིན་ཏེ། ཐམས་ཅད་མཁྱེན་པ་ལ་རྟོགས་པར་བྱེད་པ་སུ་ཡང་མེད་དོ། ||| The absence of action is omniscience, and within omniscience there is no conceptual activity.
།ཐམས་ཅད་མཁྱེན་པ་ནི་གཟུགས་ཀྱིས་ཀྱང་མི་རྟོགས་ཚོར་བས་མ་ཡིན་འདུ་ཤེས་ཀྱིས་ཀྱང་མ་ཡིན། འདུ་བྱེད་ཀྱིས་ཀྱང་མ་ཡིན། རྣམ་པར་ཤེས་པས་མི་རྟོགས་སོ། ||| Omniscience cannot be comprehended by form, by feeling, by perception, by formations, or by consciousness.
།ཐམས་ཅད་མཁྱེན་པ་ནི་ཆོས་ཀྱིས་ཀྱང་མི་རྟོགས། ཆོས་མ་ཡིན་པས་ཀྱང་མི་རྟོགས་སོ། ||| Omniscience cannot be comprehended by phenomena or nonphenomena.
།ཐམས་ཅད་མཁྱེན་པ་ནི་སྦྱིན་པས་ཀྱང་མི་རྟོགས་སོ། ||| Omniscience cannot be comprehended by generosity.
།དེ་ཅིའི་ཕྱིར་ཞེ་ན། ||| Why is this?
སྦྱིན་པ་ཉིད་ཐམས་ཅད་མཁྱེན་པའོ། ||| Generosity in and of itself is omniscience.
།ཐམས་ཅད་མཁྱེན་པ་ནི་ཚུལ་ཁྲིམས་དང་། བཟོད་པ་དང་། བརྩོན་འགྲུས་དང་། བསམ་གཏན་དང་། ཤེས་རབ་ཀྱིས་ཀྱང་མི་རྟོགས་སོ། ||| Omniscience cannot be comprehended by discipline, patience, diligence, concentration, or insight.
།དེ་ཅིའི་ཕྱིར་ཞེ་ན། ||| Why is this?
ཤེས་རབ་ཉིད་ཐམས་ཅད་མཁྱེན་པའོ། ||| Insight in and of itself is omniscience. “
།ཡང་ཀྱེ་གྲོགས་པོ་དག་ཐམས་ཅད་མཁྱེན་པ་ནི་འདས་པ་མ་ཡིན། མ་འོངས་པ་མ་ཡིན། ད་ལྟར་བྱུང་བ་མ་ཡིན་ནོ། ||| Listen, friends! Furthermore, omniscience is neither past, present, nor future.
།དེ་ཅིའི་ཕྱིར་ཞེ་ན། ||| Why is this?
ཀྱེ་གྲོགས་པོ་དག་ཐམས་ཅད་མཁྱེན་པ་ནི་དུས་གསུམ་ལས་འདས་པའི་ཕྱིར་རོ། ||| Listen friends! It is because omniscience is beyond the three times. “
།ཡང་ཀྱེ་གྲོགས་པོ་དག་ཐམས་ཅད་མཁྱེན་པ་ནི་མིག་གི་རྣམ་པར་ཤེས་པས་རྣམ་པར་ཤེས་པར་བྱ་བ་མ་ཡིན་ནོ། ||| Listen, friends! Omniscience also is not cognizable by the eye consciousness.
།ཀྱེ་གྲོགས་པོ་དག་ཐམས་ཅད་མཁྱེན་པ་ནི་རྣ་བ་དང་། སྣ་དང་། ལྕེ་དང་། ལུས་དང་། ཡིད་ཀྱི་རྣམ་པར་ཤེས་པས་རྣམ་པར་ཤེས་པར་བྱ་བ་མ་ཡིན་ནོ། ||| Listen, friends! Omniscience is not cognizable by the ear, nose, tongue, body, or mind consciousness.
།དེ་ཅིའི་ཕྱིར་ཞེ་ན། ||| Why is this?
ཀྱེ་གྲོགས་པོ་དག་ཐམས་ཅད་མཁྱེན་པ་ནི་ཡུལ་ཐམས་ཅད་ལས་འདས་པའོ། ||| Listen, friends! Omniscience is beyond all objects. “
།ཀྱེ་གྲོགས་པོ་དག་ཐམས་ཅད་མཁྱེན་པ་རྟོགས་པར་འདོད་པས་ཐམས་ཅད་མཁྱེན་པ་ཇི་ལྟར་གནས་པ་དེ་བཞིན་དུ་གནས་པར་བྱའོ། ||| Listen, friends! Those who wish to comprehend omniscience will be in agreement with how omniscience is.” “
།སྨྲས་པ། ཐམས་ཅད་མཁྱེན་པ་ཇི་ལྟར་གནས་པ་ལགས། ||| How is omniscience?” “
སྨྲས་པ། གང་ཆོས་ཐམས་ཅད་ལ་མི་གནས་པ་དེ་ནི་ཐམས་ཅད་མཁྱེན་པའོ། ||| Omniscience is that which does not dwell on any phenomena.
།ཆོས་ཐམས་ཅད་ལ་མཉམ་པ་ཉིད་དེ་ནི་ཐམས་ཅད་མཁྱེན་པ་སྟེ། སོ་སོའི་སྐྱེ་བོའི་ས་མཉམ་པ་ཉིད་དང་། སངས་རྒྱས་ཀྱི་ཆོས་སུ་མཉམ་ཞིང་དེ་ལྟར་ཆོས་ཐམས་ཅད་མཉམ་པ་དེ་ནི་ཐམས་ཅད་མཁྱེན་པའོ། ||| Sameness regarding all phenomena is omniscience, for the sameness of the level of ordinary beings, the sameness of the qualities of buddhahood, and likewise the sameness of all phenomena are omniscience. “
།བྱང་ཆུབ་སེམས་དཔས་འབྱུང་བ་ཆེན་པོ་བཞི་ལས་བྱུང་བའི་ལུས་དེ་ཉིད་མ་གཏོགས་པར་གཞན་དུ་ཐམས་ཅད་མཁྱེན་པ་བཙལ་བར་མི་བྱའོ། ||| Bodhisattvas should not seek omniscience separate from their very bodies, which arise from the four great elements.
།དེ་ཅིའི་ཕྱིར་ཞེ་ན། ||| Why is this?
ལུས་དེ་ནི་དངོས་པོ་མེད་པའོ། ||| The body is insubstantial.
།ལུས་ཞེས་བྱ་བ་དེ་ནི་དགེ་བ་དང་མི་དགེ་བའི་ཆོས་ལ་ལྷུན་གྱིས་གྲུབ་པའོ། ||| The body is naturally present in virtuous and nonvirtuous phenomena.
།ལུས་ཞེས་བྱ་བ་དེ་ནི་བདག་མ་ཡིན་པ་དང་བདག་མེད་པའོ། ||| The body is not self, and it is devoid of self.
།ལུས་ཞེས་བྱ་བ་དེ་ནི་མ་བྱུང་བ་ཡང་དག་པར་མ་བྱུང་བ་སྟེ། དེ་ལ་གདགས་པ་མེད་དོ། ||| The body is unarisen; it is truly unarisen and without imputation.
།གང་དེ་ལ་གདགས་པ་དེ་ཡང་མ་བྱུང་བའོ། ||| Anything imputed upon it is also unarisen.
།གང་དེ་མཐོང་བ་དེའང་མ་བྱུང་བའོ། ||| Whatever is seen is also unarisen.
།གང་མ་བྱུང་བ་དེ་ནི་ཡང་དག་པར་མ་བྱུང་བའོ། ||| That which is unarisen is truly unarisen.
།གང་ཡང་དག་པར་མ་བྱུང་བ་དེ་ནི་མི་ཤེས་པ་དང་མི་རྟོགས་པའོ། ||| That which is truly unarisen is unknowable and incomprehensible.
།གང་མི་ཤེས་པ་དང་མི་རྟོགས་པ་དེ་ནི་ཐམས་ཅད་མཁྱེན་པའོ། ||| That which is unknowable and incomprehensible is omniscience.”
།བསྟན་པ་འདི་བསྟན་པའི་ཚེ་ལྷའི་བུ་ཉིས་སྟོང་གིས་མི་སྐྱེ་བའི་ཆོས་ལ་བཟོད་པ་ཐོབ་པར་གྱུར་ཏོ། །ལྷའི་བུ་ཁྲི་ཉིས་སྟོང་ནི་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ཏུ་སེམས་སྐྱེས་སོ། ||| When this teaching was given, two thousand gods gained the acceptance that phenomena are nonarising, and twelve thousand gods developed the mind directed toward unsurpassed and perfect awakening.
